uiug.30112117983731,10000016
pst.000019102375,100000391
pst.000019102412,100000393
mdp.39015069374455,100000499
mdp.39015068763393,100000684
mdp.39015073590872,100000753
mdp.39015069337908,100000780
uva.x000891141,10000143
mdp.39015049761318,10000162
